created_at,id_str,full_text,username
Tue Aug 29 07:45:00 +0000 2023,1696428725343338722,Honda Giorno+ 2024 Tak Pakai eSAF &amp  Tak Pakai Mesin Vario…!! https://t.co/iDxjM9vuw4,ardiantoyugo
Tue Aug 29 07:20:26 +0000 2023,1696422539592167641,"Honda Belum Waktunya Recall Motor dengan Rangka eSAF, Apa Alasannya? #uzoneID #mobil #motor https://t.co/vwK2wAHSop",uzoneindonesia
Tue Aug 29 06:53:05 +0000 2023,1696415658865811658,"Buntut Rangka eSAF Rawan Patah, Honda Buka Layanan Pengaduan https://t.co/lPdykUkvu0",IDNTimes
Tue Aug 29 06:39:58 +0000 2023,1696412356690231697,"alam Hal Penjualan Motor, Kawasaki: Tidak Terdampak oleh Isu Kerusakan Rangka eSAF Honda.  Selengkapnya 👇  https://t.co/ILXTfwe5dX",cmdIndonesia01
Tue Aug 29 06:39:06 +0000 2023,1696412138196406347,"Rangka eSAF Motor Honda Patah, AHM: Tidak Ada Arahan Recall dari Pemerintah. Selengkapnya 👇  https://t.co/dEm2P9qoHz",cmdIndonesia01
Tue Aug 29 06:36:27 +0000 2023,1696411470593224942,"PT Astra International Bantah Isu Recall Produk Rangka eSAF Honda, Kemendag Hanya Minta Penuhi Hak Konsumen https://t.co/VbhJdArBVJ",medianekita
Tue Aug 29 06:26:44 +0000 2023,1696409027893506419,@Spaceboy022 Rangka eSAF di motor Honda yg patah berjamaah harusnya diganti pakai psycho-frame biar transformable kayak Gundam Unicorn series,bdaksobhya
Tue Aug 29 06:26:37 +0000 2023,1696408999728681079,"Mulai Serius, Kemenhub Bentuk Tim Investigasi Terkait Kasus Rangka Patah eSAF pada Motor Honda https://t.co/79DRzN5txN",LihatJambi
Tue Aug 29 05:39:03 +0000 2023,1696397025930363045,Astra (ASII) Bantah Isu Recall Rangka eSAF Motor Honda https://t.co/jT57kB566M,Bisniscom
Tue Aug 29 05:15:01 +0000 2023,1696390981099384886,"@RaniKancana @Mas_P4rjo @Irwan2yah1 @petercumicumi Solusi tepat, semua yg pakai eSAF recall,nama honda masih bagus.",MasBolali
Tue Aug 29 04:58:57 +0000 2023,1696386937886765264,"Kementerian Perhubungan, KNKT, dan PT Astra Honda Motor membentuk tim gabungan untuk menginvestigasi kasus rangka eSAF yang dituding mudah berkarat dan keropos.  https://t.co/UmrLL8DQxs #mediadigitalcpp #indotvlive #honda #esaf #motorhonda #motor https://t.co/uMxKhZL8IW",mediadigitalcpp
Tue Aug 29 04:26:07 +0000 2023,1696378671022617076,"Gratis! Perbaikan Rangka eSAF Bermasalah di Bengkel Resmi Honda, Begini Penjelasan KNKT Tangsel https://t.co/uxK0gNDeM1 https://t.co/2nyWGhEQ2J",tangselifecom
Tue Aug 29 04:14:35 +0000 2023,1696375772527874300,Konten² otomotif di yt gue jadi pada bongkar motor honda yg pake rangka esaf begini.,chocokusa
Tue Aug 29 04:12:23 +0000 2023,1696375216161882510,@txtdrpengusaha @overhearduang mobil honda kira kira rangkanya pake esaf juga gak min?,AyuandiraGusti1
Tue Aug 29 03:57:53 +0000 2023,1696371566727287157,PT Astra Honda Motor (AHM) menjadi sorotan karena keluhan masyarakat terkait rangka enhanced Smart Architecture Frame atau eSAF Motor Honda yang berkarat hingga keropos dan patah.  https://t.co/jqPXiYruKS,cnbcindonesia
Tue Aug 29 03:52:55 +0000 2023,1696370317533516039,Honda Buka Layanan Pengaduan Rangka eSAF https://t.co/Ht51jpOFTD,CNNIndonesia
Tue Aug 29 03:44:55 +0000 2023,1696368303281991948,Butuh Berapa Lama KNKT Dalami Keluhan Rangka eSAF di Motor Honda? https://t.co/pqHiCCb7eT,detikoto
Tue Aug 29 03:23:04 +0000 2023,1696362803932897401,"Viral Rangka Honda eSAF Rawan Patah, Kemenhub dan KNKT Bentuk Tim Investigasi #beritajogja #jogja #jogjaistimewa https://t.co/5gzCvf5ZB0 https://t.co/S8bdTb6FsQ",Harian_Jogja
Tue Aug 29 03:18:07 +0000 2023,1696361558681719168,"Rangka eSAF Motor Honda Bermasalah? Bawa ke Bengkel Resmi, KNKT: Gratis! https://t.co/DplDJuciOJ",KompasTV
Tue Aug 29 02:50:26 +0000 2023,1696354591493992752,KNKT Siap Cari Penyebab Kerusakan Rangka eSAF Honda #uzoneID #mobil #motor https://t.co/jqgVFSOT2F,uzoneindonesia
Tue Aug 29 02:36:54 +0000 2023,1696351188898525277,"Lindungi konsumen Indonesia, Kemendag meminta klarifikasi PT Astra Honda Motor (AHM) atas patahnya rangka enhanced Smart Architecture Frame (eSAF) di sepeda motor produksinya.  #PerlindunganKonsumen #AyoDagang",Kemendag
Tue Aug 29 02:27:03 +0000 2023,1696348708609404984,Pemerintah Bakal Tinjau Produksi Rangka eSAF Motor Honda #Ramadan https://t.co/SunBGzg2wg https://t.co/OfyIDxbHTt,VIVAcoid
Tue Aug 29 02:27:02 +0000 2023,1696348706365378920,Pemerintah Bakal Tinjau Produksi Rangka eSAF Motor Honda https://t.co/r6y09F4IX1,100kpjcom
Tue Aug 29 02:26:15 +0000 2023,1696348506359988557,"2. Gengsi gede   Gue gak percaya kalangan menengah ke bawah punya gengsi yang sangat sangat tinggi awalnya. Ternyata gue mulai tahu sejak rame-rame rangka Honda eSAF. Ternyata memang masyarakat kita BPJS (budget pas pasan jiwa sosialita)  Yg budget banyak, santai dulu ga sih",jr205newlivery
Tue Aug 29 02:24:56 +0000 2023,1696348175580414388,Honda Pernah Recall Motor Karena Kasus Rangka Jauh Sebelum eSAF  https://t.co/2yEfZ4GxlM,motorplusweekly
Tue Aug 29 02:19:39 +0000 2023,1696346845637963802,"Masyarakat yang mengalami permasalahan rangka enhanced Smart Architecture Frame (eSAF) keropos atau patah pada sepeda motor Honda, diminta untuk melapor ke tempat servis resmi Honda (Astra Honda Authorized Service Station/AHASS) terdekat.  @MasBolali @RaniKancana @petercumicumi https://t.co/yWdl71GrqS",Irwan2yah1
Tue Aug 29 02:00:00 +0000 2023,1696341903023673738,Astra Honda Motor dipanggil Kemenhub buntut viralnya di media sosial karena keluhan masyarakat terkait rangka enhanced Smart Architecture Frame (eSAF). https://t.co/L7lSoxMvcq,idx_channel
Tue Aug 29 01:34:32 +0000 2023,1696335491690635498,"@txtdarionlshop Bawa barang sebanyak itu,udah gitu motornya matic Honda rangka esaf bakal kepikiran sepanjang jalan 😂",abheemanyoen
Tue Aug 29 01:30:48 +0000 2023,1696334551998763156,"@RaniKancana Kalo mmg pihak Honda menyadari itu kesalahan produksi, seharusnya ada penggatian rangka esaf keseluruhan secara berkala krn resikonya keselamatan pengendara dan utk memulihkan kualitas produk Linda.",JayaWidji
Tue Aug 29 01:15:52 +0000 2023,1696330794019811394,Rangka eSAF Motor Honda Kamu Keropos? Lapor ke Sini https://t.co/upVeRWGlh2,detikoto
Tue Aug 29 00:42:48 +0000 2023,1696322473623761008,"Dari kasus rangka ESAF honda Kita bisa belajar:  Jangan menilai manusia hanya dari luarnya, kita tak tahu apa yang di dalam (hati)  Bisa jadi catnya mengkilap diluar itu hanya cat semprot, dalamnya ga kena cat.  Bisa jadi yg keliatan tua tyt masih kuat karena pake cat celup. https://t.co/oxgQmkFtBo",abouroyyan
Mon Aug 28 23:50:37 +0000 2023,1696309342101024948,TARIK SEMUA SEPEDA MOTOR HONDA DENGAN RANGKA ESAF YANG MEMBAHAYAKAN JIWA PENGENDARA - Tandatangani Petisi! https://t.co/87AGOjDEQn via @ChangeOrg_ID,geenand
Mon Aug 28 23:18:06 +0000 2023,1696301157075873818,"Heboh Rangka Honda eSAF Rawan Patah, Kemenhub, KNKT, dan AHM Putuskan Ini https://t.co/0bYUT7NvEM",Bisniscom
Mon Aug 28 19:08:13 +0000 2023,1696238271087657059,"Kekar Berotot, Honda Vario 160 Street Resmi Dirilis, Gak Bakal Keropos Sebab Tak Lagi Pakai Rangka eSAF https://t.co/hZyVddElMz",BfadliBfadli1
Mon Aug 28 18:33:10 +0000 2023,1696229450881671219,"@Heraloebss Mau di recall juga nggak bisa ngatasi bengkel AHM , bayangin ratusan ribu mtr yg diproduksi sejak 2019 yg pakai esaf , belum lagi ngurusin no rangka nya , udh paling Bener jualan astrea prima aja Honda 😀",dwi_nugroho08
Mon Aug 28 17:58:05 +0000 2023,1696220623100604851,"@melhc_archive @Heraloebss iyaaelah bang bisa aja sele, pura² gak tau tpi gak mao tau apa ngeles.. kerangka motor honda thun2019 ke atas pake kerangka eSAF bermasalah gampang keropos.",chondel_ali
Mon Aug 28 16:43:13 +0000 2023,1696201782379286872,"@melhc_archive @Heraloebss Bukan Honda tahun lama bang yg rangkanya bermasalah, tp Honda keluaran 2019 keatas, Honda sempat ganti jenis rangka ke jenis eSaf, rangka jenis eSaf ini yg bermasalah, yg banyak di sosmed tuh videonya liat aja, rata2 Honda terbaru 2019 keatas yg patah. Jd bukan black campaign",wirawan_ilyas
Mon Aug 28 16:05:47 +0000 2023,1696192361464995967,"@OrenjiRumah @Heraloebss Penjualan honda tuh tinggi njir wkwk. Dan motor seri yg pake esaf banyak ga cuma vario, kalo prespektif mereka pasti mikir2 mereka buat recall wkwkwk. Makanya mereka lebih milih bayar influencer buat nutupin boroknya wkwk",ehazsuw
Mon Aug 28 14:33:03 +0000 2023,1696169025838145779,Kemenhub Akan Bentuk Tim Peneliti Rangka eSAF Honda https://t.co/1EIdEXPdje,IDNTimes
Mon Aug 28 13:41:33 +0000 2023,1696156062582554939,"Menanggapi viralnya pemberitaan di media sosial karena keluhan masyarakat terkait rangka eSAF Motor Honda yang patah dan korosi, Kemenhub melalui Direktorat Jenderal Perhubungan Darat menggelar rapat klarifikasi bersama PT. AHM @hubdat151  @kemenhub151  https://t.co/jLLKmDnycj",TahuCampuran
Mon Aug 28 13:41:14 +0000 2023,1696155984249704647,"Menanggapi viralnya pemberitaan di media sosial karena keluhan masyarakat terkait rangka eSAF Motor Honda yang patah dan korosi, Kemenhub melalui Direktorat Jenderal Perhubungan Darat menggelar rapat klarifikasi bersama PT. AHM @hubdat151  @kemenhub151  https://t.co/qIjXeSfMZQ",Everything2Earn
Sun Nov 05 10:38:27 +0000 2023,1721114750485241906,Hai #sobatmoped! Mau tahu fakta menarik tentang pembuatan rangka eSAF Honda? 🏍️🛠️  Jelajahi prosesnya di sini!   #eSAFHonda #PembuatanRangka #Motorpediaid https://t.co/l8392cCfZV,Motorpediaid
Fri Dec 22 02:05:12 +0000 2023,1738017816685707421,PT AHM telah menjamin EM1 e: dengan garansi untuk rangka  baterai dan komponen elektrik. https://t.co/Cm54neOMO2,kompascom
Wed Nov 29 10:00:09 +0000 2023,1729802419310154123,Hai #sobatmoped! 🏍️🔍  Mengapa tidak semua motor Honda menggunakan rangka eSAF? Dalam konten ini  kita akan mengungkap alasan di balik kebijakan dari Honda terkait rangka eSAF. Baca hingga akhir dan Jangan lewatkan! 🔧💡  #RangkaeSAF #MotorHonda #Motorpediaid https://t.co/MJQCXs88cc,Motorpediaid
Wed Nov 01 02:15:01 +0000 2023,1719538505528012819,Rangka eSAF Honda rentan patah  kondisi ini mempengaruhi harga motor bekas Beat dan Vario dipasaran..  https://t.co/zJBFg0IHT2,RedaksiMenit24
Tue Oct 31 07:30:37 +0000 2023,1719255541581807715,Ramai Kasus Rangka eSAF Bikin Harga Honda BeAT Bekas Anjlok  Padagang Mokas Ngeluh https://t.co/tbSOGQUJ2Z,fajarnusanew
Wed Nov 01 01:46:09 +0000 2023,1719531240469180620,Viralnya Kasus Rangka eSAF Motor Honda Lantaran Mudah Patah dan Keropos  Terancam Ditinggalkan Konsumen https://t.co/IzAo2ObXwP,kabarfajar
Tue Oct 31 17:14:45 +0000 2023,1719402540562022874,Buset! Imbas Pemberitaan Kasus Rangka eSAF Harga Honda BeAT Bekas Terjun Bebas  Padagang Seken  Mengeluh https://t.co/d7AQyRzc2T,Cariakudotcom
Tue Oct 31 10:49:42 +0000 2023,1719305641217368130,Imbas Kasus Rangka eSAF Bikin Harga Honda BeAT Bekas Terjun Bebas  Padagang Motor Bekas Ngeluh Begini https://t.co/d3M0dAZIkw,pituturid_
Wed Nov 01 03:45:34 +0000 2023,1719561289708826928,GWENCHANA! Dampak Kasus Rangka eSAF Pada Harga Motor Bekas Honda BeAT Anjlok  Keluhan Pedagang Motor Bekas - Dicintai https://t.co/vSb2xQ9SnK,stevegerard22
Wed Nov 01 00:27:46 +0000 2023,1719511513608912977,Dampak Kasus Rangka eSAF Buat Harga Motor Bekas Honda BeAT Anjlok  Pedagang Mengeluh: Sudah Tidak Jual Lagi https://t.co/N0u1Vzt8Uo,kabarfajar
Sun Nov 05 12:42:29 +0000 2023,1721145963048562920,Ada pemirsa yang sudah punya Honda ADV 160? #honda #esaf #doublecradle #backbone #underbone #hondaadv150 #adv160 #rangka #frame Rangka Honda ADV 160 Double Cradle : Komparasi Frame VS PCX160 dan ADV150 https://t.co/N2bbc5VhMG lewat @ipanase,ipanase
Thu Nov 02 13:43:42 +0000 2023,1720074202961920452,Terima kasih untuk Brosis yang selalu setia #BersamaHonda ❤  Dapatkan Layanan Cek Rangka #eSAF sepeda motor Honda Brosis tanpa dikenakan biaya alias GRATIS hanya di AHASS terdekat.  Yuk ke AHASS terdekat  cek rangka motor Honda brosis!!  #AHASS #LayananCekRangka #WahanaHonda https://t.co/dmitd5aDpx,WahanaHonda
Wed Nov 01 03:12:53 +0000 2023,1719553068726124876,eSAF Honda udah aman blom sih? Atau masih rawan? 😥,mz_beruang
Fri Nov 10 11:03:17 +0000 2023,1722932938168471929,Launching Honda BeAT Limited 2024  Tetap Rangka eSAF…!! https://t.co/xHVwIAUKBM,lajumotor
Tue Oct 31 13:50:20 +0000 2023,1719351100082405573,Pedagang Motor Bekas Ngeluh  Harga Honda BeAT Bekas Terjun Bebas Imbas Kasus Rangka eSAF https://t.co/ki4YdRF21i,Riaumakmurcom
Wed Nov 01 05:33:35 +0000 2023,1719588476465922214,Akibat Rangka eSAF  Pedagang Motor Bekas Ngeluh Harga Honda BeAT Bekas Terjun Bebas https://t.co/rReetpHLIB  #Honda #esaf #rangkaesaf #hondabeat,LihatJambi
Fri Nov 03 17:05:47 +0000 2023,1720487447413583933,woilah cik kontolnya spek kerangka esaf honda 😅,Tarutagliaaa
Mon Nov 20 07:51:59 +0000 2023,1726508673848295508,PIJAKAN KAKI DEPAN BEAT barstep bustep pustep sutep footstep kaki depan matic honda beat karbu street sporty deluxe fi pop led esp esaf techno 110 115 2008 2009 2010 2011 2012  Rp20.000 - Rp70.000 di Shopee sekarang juga! https://t.co/Dv32AAWFrd #ShopeeID https://t.co/HJZ0enczyb,Ekoprasetya1310
Tue Oct 31 08:42:03 +0000 2023,1719273516468785539,PT Astra Honda Motor (AHM) beri garansi rangka eSAF hingga 5 tahun tanpa batas jarak tempuh (kilometer). Garansi ini berlaku bagi seluruh sepeda motor yang baru dibeli sejak 25 Oktober 2023. https://t.co/kxNFPxKTRG,terasjakartaid
Tue Oct 31 15:29:37 +0000 2023,1719376082154209618,Pemirsa beli motor Honda apa nih di IMOS 2023? #honda #imos #scoopy #esaf #garansirangka Ratusan Motor Honda Laku di IMOS 2023  Scoopy Jadi Favorit Pengunjung ! https://t.co/BDm82nM0PO lewat @ipanase,ipanase
Thu Nov 16 06:46:49 +0000 2023,1725042724414615941,5 Fakta New Honda Scoopy 2024  Siap Meluncur dengan Rangka eSAF yang Telah Dioptimalkan https://t.co/PGYelRE5F2,EkspresMagelang
Sat Nov 11 02:42:44 +0000 2023,1723169357281546671,BroSis  Sebagai wujud komitmen memberikan pelayanan yang terbaik  sekarang rangka semua sepeda motor Honda sudah bergaransi sampai 5 tahun! Plus cek rangka eSAF gratis di AHASS terdekat!  Terima kasih untuk selalu #BersamaHonda #GaransiRangka5Tahun #eSAF #RangkaMotor #Rangka https://t.co/YGtlBzYhiG,SahabatTrioMTR
Tue Nov 28 11:25:31 +0000 2023,1729461513541636279,@ScherazadeMS Honda sales setelah isu esaf &amp; kepergian marc : https://t.co/dIKU7VcErI,dallaverty
Tue Oct 31 22:31:05 +0000 2023,1719482148145574389,Pedagang sepeda motor bekas mengeluh  harga Honda Beat terjun bebas di pasaran pasca fenomena rangka eSAF yang ringkih.  https://t.co/eXO92sanpe,Jember_Network
Wed Dec 20 08:36:46 +0000 2023,1737391581282623512,@shinxxrama @andreqve @Widino Esaf juga  yg ga esaf honda vario 125  adv  pcx  sama honda hrv 🗿🙏,ujamarja
Mon Nov 06 09:06:25 +0000 2023,1721453976758239660,@detikcom Kirain Honda esaf...,Dowey_Jo
Sun Nov 05 10:27:23 +0000 2023,1721111963265376504,Aduh masa las kak  kalo aku sih mending saya jual aja deh BeAT deluxe rangka eSAF. Pake motor bekas sepisan gitu mah gak enak dong. Lagian harga jual Honda tinggi lohh.. aku beli beAT deluxe 17 jt di jual laku 12 jt. Lumayan banget kan kak... https://t.co/IVR0uasK6j,royharyadi_
Sat Nov 04 06:33:32 +0000 2023,1720690727381049552,@Tarunatj @CNNIndonesia Yg pake esaf cmn honda,Gaguk12439416
Thu Dec 21 08:15:07 +0000 2023,1737748520646623622,Akhir Drama Gaduh Rangka eSAF Honda Patah Versi Kemendag https://t.co/bdvZCKcZma,BloombergTZ
Sat Dec 02 12:32:08 +0000 2023,1730927830681493642,@aan__ Honda Beat  gpp eSaf jugaa,petirjeus
Tue Oct 31 13:40:00 +0000 2023,1719348496741134337,Dampak Kasus Rangka eSaF Bikin Harga Motor Honda Kian Anjlok  Yamaha Hingga Suzuki Piye? Aman Kan?  https://t.co/dJI57AuoNS,akuratco
Fri Dec 08 00:35:21 +0000 2023,1732921772486656506,Dulu mau beli mobil honda tapi takut rangkanya rangka esaf,ramotgun
Sun Nov 12 09:00:23 +0000 2023,1723626784665862370,@Radityo_utomo honda sebelum punya rangka esaf,ananggg_tn
Tue Dec 05 13:43:04 +0000 2023,1732032845772915158,FYI nih   bagi konsumen pemilik sepeda motor Honda berteknologi eSAF yang sudah menerima sepeda motor sebelum 25 Oktober 2023  AHM menjamin kelancaran layanan  #AHM #Honda #JaminanRangka5Tahun https://t.co/aC3E8ls6D5,Mira_SasMiita
Fri Nov 17 14:56:03 +0000 2023,1725528229149311324,@gielgeleig Honda Beat 125  tahun 2023. Rangka ESAF rawan jebol  opo maneh mok tumpaki 🙏,yudhaknight
Tue Oct 31 09:03:13 +0000 2023,1719278843360583759,Harga Honda Terjun Bebas  Imbas Rangka eSAF Mudah Patah  Padagang Motor Bekas Menjerit https://t.co/k2nuIuvPgo,Hulondaloid
Sun Dec 03 17:06:06 +0000 2023,1731359164746940638,@akuinimeul @sosmedkeras Tes rangka esaf honda yang terbaru  mungkin.,MightykingFik
Wed Dec 20 06:40:43 +0000 2023,1737362373621796961,@andreqve @Widino Agak susah... warga indonesia itu pemaaf soalnya. Kasus honda rangka esaf aja udah ilang ga ada solusi.,ujamarja
Wed Dec 13 05:47:19 +0000 2023,1734812221719593422,@linglung_f @convomf Pakai gear selama ini boros oli sama bensin ga nder? Katanya Yamaha gitu  gua pake mio boros banget soalnya mau ganti ke honda takut sama esaf.,davisdaniyar
Wed Dec 20 08:19:22 +0000 2023,1737387200789270873,@ujamarja @andreqve @Widino Nimbrung dong... Mau beli honda g*eni⁰ rangkanya esaf jg bkn?,shinxxrama
Sun Dec 24 14:25:50 +0000 2023,1738928974959669632,Haruskah Honda mensponsori MU agar performa kepelatihan eSAF kembali,wisnuaril
Fri Dec 22 08:59:38 +0000 2023,1738122109648515172,@doktermarket Lebih mahal dari honda beat rangka esaf,IrganoxxSepuluh
Thu Dec 21 07:09:22 +0000 2023,1737731972200570952,@txtfrombrand Lengah dikit  auto diembat kompetitor  keinget rangka eSAF Honda wkw 🤣🤣🤣,ohmyjhones
Mon Dec 04 08:40:32 +0000 2023,1731594322892702193,@sopir_idiot Honda rangka ESAF menangis melihat ini,Bonyuns
Wed Nov 29 10:35:50 +0000 2023,1729811400485122217,Banyak yang berasumsi:  1. Gara-gara skandal rangka esaf HONDA (tapi menurut ane ini terlalu mikro untuk emiten konglomerasi seperti ASII),Mikirduitcom
Tue Oct 31 10:55:09 +0000 2023,1719307013035835558,Dampak Rangka eSAF terhadap Harga Motor Bekas Honda BeAT dan Vario https://t.co/2eavMJx4x4,bingkainasional
Tue Oct 31 19:27:37 +0000 2023,1719435980212719710,@FunnyVideosID Honda mulai produksi sepeda pake rangka esaf juga?,abelmahasin
Tue Oct 31 08:44:12 +0000 2023,1719274057038971017,Harga Honda BeAT Bekas Terjun Bebas Karena Imbas Rangka eSAF Mudah Keropos  Padagang Mokas Alami Kerugian https://t.co/GSdKYcEl3v,JurnalNews_ID
Tue Dec 05 13:35:12 +0000 2023,1732030866661257298,Bagi konsumen pemilik sepeda motor Honda berteknologi eSAF yang sudah menerima sepeda motor sebelum 25 Oktober 2023  AHM menjamin kelancaran layanan. #AHM #Honda #JaminanRangka5Tahun  https://t.co/bMiTvA41wN,sumiyat67
Thu Dec 28 09:34:36 +0000 2023,1740305236814893183,@fikrhmn Astra kan strong. Esaf honda aja jd adem.,rzckyr
Fri Dec 08 14:32:02 +0000 2023,1733132332696227937,@ramotgun Mana ada juga mobil honda pake rangka esaf. Ngarang aja nih mas nya.,kanika_panda
Tue Nov 14 01:27:12 +0000 2023,1724237514817585393,@KucengTerbanggg Inikah inovasi dari Honda untuk mengatasi rangka esaf???,ToumaChan10
Sat Nov 04 05:25:23 +0000 2023,1720673575794036776,@CNNIndonesia Sama2 sasis esaf kan 2 pabrikan ini tp kok knp honda doang yg dirujak kemarenan.,Lobangbjir
Thu Dec 14 04:56:20 +0000 2023,1735161778114597171,@convomf Yamaha lexi ajaa....   Kalo honda rangka esaf rawan berkarat,tiangtintung
Tue Oct 31 08:38:09 +0000 2023,1719272535932723421,Viral Rangka eSAF Keropos Bikin Harga Honda BeAT Bekas Turun Drastis  Pedagang Motor Sampai Sebut Ogah Jual https://t.co/SLVzukt0xM,zonajakarta1
Sun Nov 05 06:24:52 +0000 2023,1721050931511620004,@undipmenfess telor ceplok rasa rangka ESAF HONDA,2023jadianime
Sat Nov 18 06:54:58 +0000 2023,1725769548853543388,Ini kalo penjualan Vario naik si abang harus dpt apresiasi dari honda sih  soalnya di video keliatan stabil motornya  terlepas dari skill abangnya ya. lumayan buat ngecounter julidan rangka esaf. 😂,justtirta_
Sat Dec 16 01:18:42 +0000 2023,1735831784427041268,@jufreefornow yaa dari rajin rajin ngerawat dan servis nya aja sih  skrng honda lagi rawan ama rangka nya yg lagi rame. dari rangka esaf yg katanya cepet bngt karatan dan kropos,gkusahbacot_
Fri Nov 10 08:46:37 +0000 2023,1722898542249857075,@tanyarlfes Haduh Honda rangka esaf kya krupuk nder  emang ga denger ya? kemarin viral rangkanya banyak yg patah,zerologic07
Fri Dec 29 12:23:55 +0000 2023,1740710235340521770,@SelebtwitMobil Astra apa ga ketar ketir ini liat ini. 4Wnya bisa goyang ini setelah kemarin 2W (Honda) kedampak esaf 😭,kevsentosa_
Sun Nov 05 10:29:07 +0000 2023,1721112401607868621,Iya  saya aja paling yang lagi gak beruntung. Yang jelas saya mah #CariAmanAja untuk sekarang gak mau pake produk Honda yang pake rangka eSAF mending pake yang non rangka eSAF aja. Sudah teruji di beAT karbu dan beAT F1 2013. 🙏,royharyadi_
Sun Nov 26 01:34:51 +0000 2023,1728588094239310031,@kegblgnunfaedh Indonesia tdk kekurangan org baik ❤️  #btw itu bukan honda rangka esaf kan ?😁,fauzialif1497
Tue Dec 12 11:26:28 +0000 2023,1734535181703237701,"@azmiata @doktermarket Boleh tau kak  apa masalah nya sampai sakit hati. Sharing yuk  aku juga punya motor honda. Berangkat esaf. Emang agak sedikit berasa agak enteng"" Tapi setelah di cek. Aman  Alhamdulillah dari sambungan las nya dll.""",kanika_panda
Thu Dec 28 23:55:01 +0000 2023,1740521766777471398,selama di bawah ast*ra  pesimis bakal clear masalahnya toyota-daihatsu Indo  rangka esaf honda aja kemarin kayak ditiup angin langsung ilang isunya,zallfh
Thu Nov 02 15:24:13 +0000 2023,1720099498851209432,@Adrianussatrio Ujung-ujungnya aman  kayak rangka Esaf motor Honda 😄,rakhmat_mulyana
Wed Dec 20 17:21:42 +0000 2023,1737523682086723659,@unmagnetism Semakin di tantang Kasus Ros in bhkl di tinggal konsumen kayak kasus ESAF rangka honda eh malah cuci tangan bukan nya ganti rugi,MHasbyDzikry
Thu Dec 28 10:21:18 +0000 2023,1740316989846114509,@cold_sherry @auxiliarywits Kalo motor kmren yg rame honda esaf  kan  ya? Yang gampang banget keropos &amp; tipis,ObiWan_Catnobi
Tue Dec 26 14:15:11 +0000 2023,1739651071499436360,asli. emak aku cerita masuk ke komunitas motor honda supaya bisa merawat motor genio yg rangka nya esaf itu 😭😭😭,elsagyuu
Thu Dec 28 10:26:37 +0000 2023,1740318325727781056,@fikrhmn Disini yg penting harga jual tinggi. Jd honda kasus  esaf  daihatsu toyota kasus uji tabrak ttp dibeli,viqhani
Wed Dec 13 06:03:52 +0000 2023,1734816384876757119,@davisdaniyar @linglung_f @convomf Seberapa banyak rangka esaf yg bermasalah dan ga bermasalah? Sebenernya aman aja si motor Honda lain yg make esaf pun masih banyak yang aman aja kok hehe,pengenjadiapaya
Wed Dec 13 20:14:55 +0000 2023,1735030560966500655,@ExclusiveBstrd @GeezMrg @convomf Gue peduli. Gue sampe batalin beli honda genio dan beralih ke yamaha karna kasus esaf ini.,cndrlala
Thu Dec 21 23:47:17 +0000 2023,1737983106022563870,Mantap Kali Ini Wir! Honda Giorno 125 Cocok Banget Bagi Kaum Ciwi Ciwi Indonesia  Rangka No Esaf Desain Top Abis  @Honda @hondaisme @HondaJP https://t.co/K5xFse607h,ImronRasyidi8
Wed Dec 20 13:45:15 +0000 2023,1737469212170551743,@kaka_adja @welovehonda Bukannya kalo honda jenis ini gak pake rangka esaf yah?,CahGemblung00
Sun Nov 05 09:37:47 +0000 2023,1721099481062773028,@royharyadi_ Mantaap kak..  Pengalaman yang menarik  tapi saya tetap yakin dari rasio 100 motor honda berangka esaf yang keluar gak mungkin 75 nya rangka bobrok. Keep safety kak,anabelle_shir
Wed Nov 01 09:25:16 +0000 2023,1719646781339037740,"@JurnalNews_ID Kata siapa.. Hoax..  Kawan saya orang dealer rumahan masih banyak kebanjiran orderan honda yang berangka esaf"" Tuh.""",titideby
Wed Dec 20 11:44:49 +0000 2023,1737438902510870687,@Rosalia_Ind Yuk PO bus lainnya bisa manfaatin momen yuk..kayak kasus ESAF Honda..,adit1409
Sat Dec 16 11:00:25 +0000 2023,1735978180551536667,@convomf Issue rangka esaf kropos masih ada ga sih? Takut banget beli honda. Padahal naksir vario pake bgt,jeonchloe_
Thu Dec 28 10:40:25 +0000 2023,1740321799555195319,@spring_actress Honda jangan senang dulu kemarin ada skandal rangka esaf 😈,auxiliarywits
Tue Oct 31 23:21:30 +0000 2023,1719494837425283237,Kasus Rangka eSAF Honda BeAT Dinilai Masih Rugikan Pedagang Motor Bekas https://t.co/fZHx8YiyKq,RagamIndones1a
Tue Nov 28 16:53:17 +0000 2023,1729544000762228852,@susenoreno99 @GarethHarford @HRC_MotoGP Honda pake rangka eSaf soalnya tahun depan... 😁,vic_hasiholan
Wed Nov 29 08:15:34 +0000 2023,1729776099813396708,@convomf Tanya sales honda  mana motor yang rangkanya bukan esaf  underbone.  Rangka esaf adalah rangka baja ringan yang gampang karatan. Ini yg sempet viral kemarin,aIgcritma
Thu Dec 21 01:11:13 +0000 2023,1737641841066140159,"bahwa PO mereka aman  karena sekarang mungkin sudah ada statemen dari masyarakat  atau alam bawah sadar masyarakat bahwa Rosalia indah Tidak Aman dan Tidak Bertanggungjawab"". Mari PO lain unjuk gigi atas kasus ini seperti kasus ""Honda Rangka Esaf""""",Jogjaundercove
