created_at,full_text,username,case_folding,cleaning,tokenizing,normalisasi_kata,stopward,kalimat,stemming,text_preprocessed,polarity_score,polarity
Tue Feb 27 11:31:00 +0000 2024,Temuan MOTOR Plus di Rangka eSAF Baru Honda Stylo 160 Lapisan Cat Lebih Tebal https://t.co/fAdcRlsYvc,motorplusweekly,temuan motor plus di rangka esaf baru honda stylo 160 lapisan cat lebih tebal https://t.co/fadcrlsyvc,temuan motor plus di rangka esaf baru honda stylo  lapisan cat lebih tebal,"['temuan', 'motor', 'plus', 'di', 'rangka', 'esaf', 'baru', 'honda', 'stylo', 'lapisan', 'cat', 'lebih', 'tebal']","['temuan', 'motor', 'plus', 'di', 'rangka', 'esaf', 'baru', 'honda', 'stylo', 'lapisan', 'cat', 'lebih', 'tebal']","['temuan', 'motor', 'plus', 'rangka', 'esaf', 'honda', 'stylo', 'lapisan', 'cat', 'tebal']",temuan motor plus rangka esaf honda stylo lapisan cat tebal,temu motor plus rangka esaf honda stylo lapis cat tebal,"['temu', 'motor', 'plus', 'rangka', 'esaf', 'honda', 'stylo', 'lapis', 'cat', 'tebal']",4,positive
Sat Feb 03 00:26:05 +0000 2024,Rangka eSAF yang dipakai All New Honda Stylo 160 diklaim sudah berkembang buat jadi lebih baik selain itu juga tetap mendapatkan garansi lima tahun https://t.co/TVQlilncgg,kompascom,rangka esaf yang dipakai all new honda stylo 160 diklaim sudah berkembang buat jadi lebih baik selain itu juga tetap mendapatkan garansi lima tahun https://t.co/tvqlilncgg,rangka esaf yang dipakai all new honda stylo  diklaim sudah berkembang buat jadi lebih baik selain itu juga tetap mendapatkan garansi lima tahun,"['rangka', 'esaf', 'yang', 'dipakai', 'all', 'new', 'honda', 'stylo', 'diklaim', 'sudah', 'berkembang', 'buat', 'jadi', 'lebih', 'baik', 'selain', 'itu', 'juga', 'tetap', 'mendapatkan', 'garansi', 'lima', 'tahun']","['rangka', 'esaf', 'yang', 'dipakai', 'all', 'new', 'honda', 'stylo', 'diklaim', 'sudah', 'berkembang', 'buat', 'jadi', 'lebih', 'baik', 'selain', 'itu', 'juga', 'tetap', 'mendapatkan', 'garansi', 'lima', 'tahun']","['rangka', 'esaf', 'dipakai', 'all', 'new', 'honda', 'stylo', 'diklaim', 'berkembang', 'garansi']",rangka esaf dipakai all new honda stylo diklaim berkembang garansi,rangka esaf pakai all new honda stylo klaim kembang garansi,"['rangka', 'esaf', 'pakai', 'all', 'new', 'honda', 'stylo', 'klaim', 'kembang', 'garansi']",3,positive
Fri Sep 15 23:41:06 +0000 2023,Deretan artikel otomotif terpopuler pada Jumat (15/9/2023) mulai hasil investigasi rangka eSAF Honda hingga alasan sepeda listrik tidak punya STNK. https://t.co/JnlAEnPqK6,KompasOtomotif,deretan artikel otomotif terpopuler pada jumat (15/9/2023) mulai hasil investigasi rangka esaf honda hingga alasan sepeda listrik tidak punya stnk. https://t.co/jnlaenpqk6,deretan artikel otomotif terpopuler pada jumat   mulai hasil investigasi rangka esaf honda hingga alasan sepeda listrik tidak punya stnk,"['deretan', 'artikel', 'otomotif', 'terpopuler', 'pada', 'jumat', 'mulai', 'hasil', 'investigasi', 'rangka', 'esaf', 'honda', 'hingga', 'alasan', 'sepeda', 'listrik', 'tidak', 'punya', 'stnk']","['deretan', 'artikel', 'otomotif', 'terpopuler', 'pada', 'jumat', 'mulai', 'hasil', 'investigasi', 'rangka', 'esaf', 'honda', 'hingga', 'alasan', 'sepeda', 'listrik', 'tidak', 'punya', 'stnk']","['deretan', 'artikel', 'otomotif', 'terpopuler', 'jumat', 'hasil', 'investigasi', 'rangka', 'esaf', 'honda', 'alasan', 'sepeda', 'listrik', 'stnk']",deretan artikel otomotif terpopuler jumat hasil investigasi rangka esaf honda alasan sepeda listrik stnk,deret artikel otomotif populer jumat hasil investigasi rangka esaf honda alas sepeda listrik stnk,"['deret', 'artikel', 'otomotif', 'populer', 'jumat', 'hasil', 'investigasi', 'rangka', 'esaf', 'honda', 'alas', 'sepeda', 'listrik', 'stnk']",6,positive
Fri Sep 15 09:04:09 +0000 2023,Kemenhub dan KNKT Ungkap Hasil Pemeriksaan Rangka eSAF Honda Minta Masyarakat Tidak Perlu Khawatir https://t.co/n5P7OXIZ1b,pikiran_rakyat,kemenhub dan knkt ungkap hasil pemeriksaan rangka esaf honda minta masyarakat tidak perlu khawatir https://t.co/n5p7oxiz1b,kemenhub dan knkt ungkap hasil pemeriksaan rangka esaf honda minta masyarakat tidak perlu khawatir,"['kemenhub', 'dan', 'knkt', 'ungkap', 'hasil', 'pemeriksaan', 'rangka', 'esaf', 'honda', 'minta', 'masyarakat', 'tidak', 'perlu', 'khawatir']","['kemenhub', 'dan', 'knkt', 'ungkap', 'hasil', 'pemeriksaan', 'rangka', 'esaf', 'honda', 'minta', 'masyarakat', 'tidak', 'perlu', 'khawatir']","['kemenhub', 'knkt', 'hasil', 'pemeriksaan', 'rangka', 'esaf', 'honda', 'masyarakat', 'khawatir']",kemenhub knkt hasil pemeriksaan rangka esaf honda masyarakat khawatir,kemenhub knkt hasil periksa rangka esaf honda masyarakat khawatir,"['kemenhub', 'knkt', 'hasil', 'periksa', 'rangka', 'esaf', 'honda', 'masyarakat', 'khawatir']",-6,negative
Fri Feb 02 12:55:05 +0000 2024,New Honda Stylo 160 Usung Rangka eSAF Ini Alasannya https://t.co/aFz0fTI7RU,pikiran_rakyat,new honda stylo 160 usung rangka esaf ini alasannya https://t.co/afz0fti7ru,new honda stylo  usung rangka esaf ini alasannya,"['new', 'honda', 'stylo', 'usung', 'rangka', 'esaf', 'ini', 'alasannya']","['new', 'honda', 'stylo', 'usung', 'rangka', 'esaf', 'ini', 'alasannya']","['new', 'honda', 'stylo', 'usung', 'rangka', 'esaf', 'alasannya']",new honda stylo usung rangka esaf alasannya,new honda stylo usung rangka esaf alas,"['new', 'honda', 'stylo', 'usung', 'rangka', 'esaf', 'alas']",0,negative
Fri Feb 02 12:02:42 +0000 2024,Honda Stylo 160 Pakai Rangka eSAF Terkuak Alasannya Karena Ini https://t.co/QImnvcZJgB,MSNindonesia,honda stylo 160 pakai rangka esaf terkuak alasannya karena ini https://t.co/qimnvczjgb,honda stylo  pakai rangka esaf terkuak alasannya karena ini,"['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'terkuak', 'alasannya', 'karena', 'ini']","['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'terkuak', 'alasannya', 'karena', 'ini']","['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'terkuak', 'alasannya']",honda stylo pakai rangka esaf terkuak alasannya,honda stylo pakai rangka esaf kuak alas,"['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'kuak', 'alas']",0,negative
Fri Feb 02 13:21:17 +0000 2024,Kenapa Honda Stylo 160 Pakai Rangka eSAF? https://t.co/uv5Cie9x38,CNNIndonesia,kenapa honda stylo 160 pakai rangka esaf? https://t.co/uv5cie9x38,kenapa honda stylo  pakai rangka esaf,"['kenapa', 'honda', 'stylo', 'pakai', 'rangka', 'esaf']","['kenapa', 'honda', 'stylo', 'pakai', 'rangka', 'esaf']","['honda', 'stylo', 'pakai', 'rangka', 'esaf']",honda stylo pakai rangka esaf,honda stylo pakai rangka esaf,"['honda', 'stylo', 'pakai', 'rangka', 'esaf']",0,negative
Tue Sep 19 02:58:05 +0000 2023,Kemenperin Masih Tunggu Hasil Final Investigasi Rangka eSAF Honda #TempoOtomotif https://t.co/nmlLH5veDY,tempodotco,kemenperin masih tunggu hasil final investigasi rangka esaf honda #tempootomotif https://t.co/nmllh5vedy,kemenperin masih tunggu hasil final investigasi rangka esaf honda,"['kemenperin', 'masih', 'tunggu', 'hasil', 'final', 'investigasi', 'rangka', 'esaf', 'honda']","['kemenperin', 'masih', 'tunggu', 'hasil', 'final', 'investigasi', 'rangka', 'esaf', 'honda']","['kemenperin', 'tunggu', 'hasil', 'final', 'investigasi', 'rangka', 'esaf', 'honda']",kemenperin tunggu hasil final investigasi rangka esaf honda,kemenperin tunggu hasil final investigasi rangka esaf honda,"['kemenperin', 'tunggu', 'hasil', 'final', 'investigasi', 'rangka', 'esaf', 'honda']",3,positive
Wed Oct 25 08:18:41 +0000 2023,Rangka eSAF Honda Kini Digaransi 5 Tahun! https://t.co/B5wmgccANP,detikoto,rangka esaf honda kini digaransi 5 tahun! https://t.co/b5wmgccanp,rangka esaf honda kini digaransi  tahun,"['rangka', 'esaf', 'honda', 'kini', 'digaransi', 'tahun']","['rangka', 'esaf', 'honda', 'kini', 'digaransi', 'tahun']","['rangka', 'esaf', 'honda', 'digaransi']",rangka esaf honda digaransi,rangka esaf honda garansi,"['rangka', 'esaf', 'honda', 'garansi']",0,negative
Fri Feb 02 08:30:33 +0000 2024,Pakai Rangka eSAF AHM Luncurkan Honda Stylo 160 dan Dijual Mulai Rp 27 Jutaan https://t.co/lJ302MWett,otosia,pakai rangka esaf ahm luncurkan honda stylo 160 dan dijual mulai rp 27 jutaan https://t.co/lj302mwett,pakai rangka esaf ahm luncurkan honda stylo  dan dijual mulai rp  jutaan,"['pakai', 'rangka', 'esaf', 'ahm', 'luncurkan', 'honda', 'stylo', 'dan', 'dijual', 'mulai', 'rp', 'jutaan']","['pakai', 'rangka', 'esaf', 'ahm', 'luncurkan', 'honda', 'stylo', 'dan', 'dijual', 'mulai', 'rp', 'jutaan']","['pakai', 'rangka', 'esaf', 'ahm', 'luncurkan', 'honda', 'stylo', 'dijual', 'rp', 'jutaan']",pakai rangka esaf ahm luncurkan honda stylo dijual rp jutaan,pakai rangka esaf ahm luncur honda stylo jual rp juta,"['pakai', 'rangka', 'esaf', 'ahm', 'luncur', 'honda', 'stylo', 'jual', 'rp', 'juta']",3,positive
Mon Sep 25 02:05:06 +0000 2023,Setelah Rangka eSAF Honda Viral Rangka Yamaha Mio Patah https://t.co/6RZxS10h1L,Bisniscom,setelah rangka esaf honda viral rangka yamaha mio patah https://t.co/6rzxs10h1l,setelah rangka esaf honda viral rangka yamaha mio patah,"['setelah', 'rangka', 'esaf', 'honda', 'viral', 'rangka', 'yamaha', 'mio', 'patah']","['setelah', 'rangka', 'esaf', 'honda', 'viral', 'rangka', 'yamaha', 'mio', 'patah']","['rangka', 'esaf', 'honda', 'viral', 'rangka', 'yamaha', 'mio', 'patah']",rangka esaf honda viral rangka yamaha mio patah,rangka esaf honda viral rangka yamaha mio patah,"['rangka', 'esaf', 'honda', 'viral', 'rangka', 'yamaha', 'mio', 'patah']",-4,negative
Wed Oct 25 12:40:12 +0000 2023,Catat! Rangka eSAF Honda Kini Digaransi 5 Tahun https://t.co/li7kC7IkXE,detikoto,catat! rangka esaf honda kini digaransi 5 tahun https://t.co/li7kc7ikxe,catat  rangka esaf honda kini digaransi  tahun,"['catat', 'rangka', 'esaf', 'honda', 'kini', 'digaransi', 'tahun']","['catat', 'rangka', 'esaf', 'honda', 'kini', 'digaransi', 'tahun']","['catat', 'rangka', 'esaf', 'honda', 'digaransi']",catat rangka esaf honda digaransi,catat rangka esaf honda garansi,"['catat', 'rangka', 'esaf', 'honda', 'garansi']",0,negative
Tue Sep 19 04:38:34 +0000 2023,KNKT &amp; Kemenhub Ungkap Hasil Investigasi Rangka eSAF Honda https://t.co/d3KkY5PBZP,cnbcindonesia,knkt &amp; kemenhub ungkap hasil investigasi rangka esaf honda https://t.co/d3kky5pbzp,knkt  amp  kemenhub ungkap hasil investigasi rangka esaf honda,"['knkt', 'amp', 'kemenhub', 'ungkap', 'hasil', 'investigasi', 'rangka', 'esaf', 'honda']","['knkt', 'amp', 'kemenhub', 'ungkap', 'hasil', 'investigasi', 'rangka', 'esaf', 'honda']","['knkt', 'amp', 'kemenhub', 'hasil', 'investigasi', 'rangka', 'esaf', 'honda']",knkt amp kemenhub hasil investigasi rangka esaf honda,knkt amp kemenhub hasil investigasi rangka esaf honda,"['knkt', 'amp', 'kemenhub', 'hasil', 'investigasi', 'rangka', 'esaf', 'honda']",3,positive
Mon Feb 12 02:04:09 +0000 2024,Berita populer kumparanOTO Minggu (11/2) panduan memilih ban mobil listrik rangka eSAF Honda Stylo 160 dijamin 5 tahun. #kumparanOOT https://t.co/OFu0c5cFbX,kumparan,berita populer kumparanoto minggu (11/2) panduan memilih ban mobil listrik rangka esaf honda stylo 160 dijamin 5 tahun. #kumparanoot https://t.co/ofu0c5cfbx,berita populer kumparanoto minggu   panduan memilih ban mobil listrik rangka esaf honda stylo  dijamin  tahun,"['berita', 'populer', 'kumparanoto', 'minggu', 'panduan', 'memilih', 'ban', 'mobil', 'listrik', 'rangka', 'esaf', 'honda', 'stylo', 'dijamin', 'tahun']","['berita', 'populer', 'kumparanoto', 'minggu', 'panduan', 'memilih', 'ban', 'mobil', 'listrik', 'rangka', 'esaf', 'honda', 'stylo', 'dijamin', 'tahun']","['berita', 'populer', 'kumparanoto', 'panduan', 'memilih', 'ban', 'mobil', 'listrik', 'rangka', 'esaf', 'honda', 'stylo', 'dijamin']",berita populer kumparanoto panduan memilih ban mobil listrik rangka esaf honda stylo dijamin,berita populer kumparanoto pandu pilih ban mobil listrik rangka esaf honda stylo jamin,"['berita', 'populer', 'kumparanoto', 'pandu', 'pilih', 'ban', 'mobil', 'listrik', 'rangka', 'esaf', 'honda', 'stylo', 'jamin']",-2,negative
Fri Oct 27 07:17:06 +0000 2023,Honda Beberkan Hasil Evaluasi KNKT dan Kemehub Soal Rangka eSAF https://t.co/n4TZICTwxb #TempoVideo,tempodotco,honda beberkan hasil evaluasi knkt dan kemehub soal rangka esaf https://t.co/n4tzictwxb #tempovideo,honda beberkan hasil evaluasi knkt dan kemehub soal rangka esaf,"['honda', 'beberkan', 'hasil', 'evaluasi', 'knkt', 'dan', 'kemehub', 'soal', 'rangka', 'esaf']","['honda', 'beberkan', 'hasil', 'evaluasi', 'knkt', 'dan', 'kemehub', 'soal', 'rangka', 'esaf']","['honda', 'beberkan', 'hasil', 'evaluasi', 'knkt', 'kemehub', 'rangka', 'esaf']",honda beberkan hasil evaluasi knkt kemehub rangka esaf,honda kan hasil evaluasi knkt kemehub rangka esaf,"['honda', 'kan', 'hasil', 'evaluasi', 'knkt', 'kemehub', 'rangka', 'esaf']",3,positive
Sat Feb 03 01:08:40 +0000 2024,Ini Alasan Honda Stylo 160 Pakai Rangka eSAF https://t.co/0pNHhtDKbV,detikoto,ini alasan honda stylo 160 pakai rangka esaf https://t.co/0pnhhtdkbv,ini alasan honda stylo  pakai rangka esaf,"['ini', 'alasan', 'honda', 'stylo', 'pakai', 'rangka', 'esaf']","['ini', 'alasan', 'honda', 'stylo', 'pakai', 'rangka', 'esaf']","['alasan', 'honda', 'stylo', 'pakai', 'rangka', 'esaf']",alasan honda stylo pakai rangka esaf,alas honda stylo pakai rangka esaf,"['alas', 'honda', 'stylo', 'pakai', 'rangka', 'esaf']",0,negative
Wed Jan 17 05:52:00 +0000 2024,Meski diterpa isu rangka eSAF yang disebut rapuh penjualan sepeda motor Honda di area Jakarta-Tangerang tahun 2023 meningkat 24% dibandingkan tahun 2022. https://t.co/17tEKHuIlq,detikcom,meski diterpa isu rangka esaf yang disebut rapuh penjualan sepeda motor honda di area jakarta-tangerang tahun 2023 meningkat 24% dibandingkan tahun 2022. https://t.co/17tekhuilq,meski diterpa isu rangka esaf yang disebut rapuh penjualan sepeda motor honda di area jakarta tangerang tahun  meningkat   dibandingkan tahun,"['meski', 'diterpa', 'isu', 'rangka', 'esaf', 'yang', 'disebut', 'rapuh', 'penjualan', 'sepeda', 'motor', 'honda', 'di', 'area', 'jakarta', 'tangerang', 'tahun', 'meningkat', 'dibandingkan', 'tahun']","['meski', 'diterpa', 'isu', 'rangka', 'esaf', 'yang', 'disebut', 'rapuh', 'penjualan', 'sepeda', 'motor', 'honda', 'di', 'area', 'jakarta', 'tangerang', 'tahun', 'meningkat', 'dibandingkan', 'tahun']","['diterpa', 'isu', 'rangka', 'esaf', 'rapuh', 'penjualan', 'sepeda', 'motor', 'honda', 'area', 'jakarta', 'tangerang', 'meningkat', 'dibandingkan']",diterpa isu rangka esaf rapuh penjualan sepeda motor honda area jakarta tangerang meningkat dibandingkan,terpa isu rangka esaf rapuh jual sepeda motor honda area jakarta tangerang tingkat banding,"['terpa', 'isu', 'rangka', 'esaf', 'rapuh', 'jual', 'sepeda', 'motor', 'honda', 'area', 'jakarta', 'tangerang', 'tingkat', 'banding']",-3,negative
Fri Aug 25 05:00:57 +0000 2023,Honda Respons YLKI Minta Klarifikasi Rangka eSAF Diduga Karat-Patah https://t.co/HlD1V6IgOx,CNNIndonesia,honda respons ylki minta klarifikasi rangka esaf diduga karat-patah https://t.co/hld1v6igox,honda respons ylki minta klarifikasi rangka esaf diduga karat patah,"['honda', 'respons', 'ylki', 'minta', 'klarifikasi', 'rangka', 'esaf', 'diduga', 'karat', 'patah']","['honda', 'respons', 'ylki', 'minta', 'klarifikasi', 'rangka', 'esaf', 'diduga', 'karat', 'patah']","['honda', 'respons', 'ylki', 'klarifikasi', 'rangka', 'esaf', 'diduga', 'karat', 'patah']",honda respons ylki klarifikasi rangka esaf diduga karat patah,honda respons ylki klarifikasi rangka esaf duga karat patah,"['honda', 'respons', 'ylki', 'klarifikasi', 'rangka', 'esaf', 'duga', 'karat', 'patah']",1,positive
Mon Sep 18 11:00:03 +0000 2023,Investigasi dan penelitian mengenai rangka eSAF milik Honda ternyata belum rampung https://t.co/XPsfR104JG,officialinews_,investigasi dan penelitian mengenai rangka esaf milik honda ternyata belum rampung https://t.co/xpsfr104jg,investigasi dan penelitian mengenai rangka esaf milik honda ternyata belum rampung,"['investigasi', 'dan', 'penelitian', 'mengenai', 'rangka', 'esaf', 'milik', 'honda', 'ternyata', 'belum', 'rampung']","['investigasi', 'dan', 'penelitian', 'mengenai', 'rangka', 'esaf', 'milik', 'honda', 'ternyata', 'belum', 'rampung']","['investigasi', 'penelitian', 'rangka', 'esaf', 'honda', 'rampung']",investigasi penelitian rangka esaf honda rampung,investigasi teliti rangka esaf honda rampung,"['investigasi', 'teliti', 'rangka', 'esaf', 'honda', 'rampung']",3,positive
Wed Jan 17 04:41:59 +0000 2024,Diterpa Isu Rangka eSAF Penjualan Motor Honda di Jakarta-Tangerang Naik 24 Persen https://t.co/S08RoGLJrL,detikoto,diterpa isu rangka esaf penjualan motor honda di jakarta-tangerang naik 24 persen https://t.co/s08rogljrl,diterpa isu rangka esaf penjualan motor honda di jakarta tangerang naik  persen,"['diterpa', 'isu', 'rangka', 'esaf', 'penjualan', 'motor', 'honda', 'di', 'jakarta', 'tangerang', 'naik', 'persen']","['diterpa', 'isu', 'rangka', 'esaf', 'penjualan', 'motor', 'honda', 'di', 'jakarta', 'tangerang', 'naik', 'persen']","['diterpa', 'isu', 'rangka', 'esaf', 'penjualan', 'motor', 'honda', 'jakarta', 'tangerang']",diterpa isu rangka esaf penjualan motor honda jakarta tangerang,terpa isu rangka esaf jual motor honda jakarta tangerang,"['terpa', 'isu', 'rangka', 'esaf', 'jual', 'motor', 'honda', 'jakarta', 'tangerang']",-4,negative
Sat Oct 28 12:18:37 +0000 2023,Ini Evaluasi Honda Usai KNKT-Kemenhub Periksa Rangka eSAF https://t.co/6Q25jULzFo,detikoto,ini evaluasi honda usai knkt-kemenhub periksa rangka esaf https://t.co/6q25julzfo,ini evaluasi honda usai knkt kemenhub periksa rangka esaf,"['ini', 'evaluasi', 'honda', 'usai', 'knkt', 'kemenhub', 'periksa', 'rangka', 'esaf']","['ini', 'evaluasi', 'honda', 'usai', 'knkt', 'kemenhub', 'periksa', 'rangka', 'esaf']","['evaluasi', 'honda', 'knkt', 'kemenhub', 'periksa', 'rangka', 'esaf']",evaluasi honda knkt kemenhub periksa rangka esaf,evaluasi honda knkt kemenhub periksa rangka esaf,"['evaluasi', 'honda', 'knkt', 'kemenhub', 'periksa', 'rangka', 'esaf']",-5,negative
Wed Jan 10 05:17:13 +0000 2024,#honda #vario160 #vario160cbs #vario160abs #vario #maxiscooter #esaf #ahm #garansirangka #garansiesaf Warna Baru Honda Vario 160 Versi 2024 : Biru Doff Rangka eSAF Garansi 5 Tahun https://t.co/NQrszODkO6 lewat @ipanase,ipanase,#honda #vario160 #vario160cbs #vario160abs #vario #maxiscooter #esaf #ahm #garansirangka #garansiesaf warna baru honda vario 160 versi 2024 : biru doff rangka esaf garansi 5 tahun https://t.co/nqrszodko6 lewat @ipanase,warna baru honda vario  versi    biru doff rangka esaf garansi  tahun  lewat,"['warna', 'baru', 'honda', 'vario', 'versi', 'biru', 'doff', 'rangka', 'esaf', 'garansi', 'tahun', 'lewat']","['warna', 'baru', 'honda', 'vario', 'versi', 'biru', 'doff', 'rangka', 'esaf', 'garansi', 'tahun', 'lewat']","['warna', 'honda', 'vario', 'versi', 'biru', 'doff', 'rangka', 'esaf', 'garansi']",warna honda vario versi biru doff rangka esaf garansi,warna honda vario versi biru doff rangka esaf garansi,"['warna', 'honda', 'vario', 'versi', 'biru', 'doff', 'rangka', 'esaf', 'garansi']",0,negative
Sun Oct 29 00:41:44 +0000 2023,Honda Jamin Rangka eSAF Aman Kini Digaransi 5 Tahun Tanpa Batas Jarak https://t.co/tWwK8RysbS,detikoto,honda jamin rangka esaf aman kini digaransi 5 tahun tanpa batas jarak https://t.co/twwk8rysbs,honda jamin rangka esaf aman kini digaransi  tahun tanpa batas jarak,"['honda', 'jamin', 'rangka', 'esaf', 'aman', 'kini', 'digaransi', 'tahun', 'tanpa', 'batas', 'jarak']","['honda', 'jamin', 'rangka', 'esaf', 'aman', 'kini', 'digaransi', 'tahun', 'tanpa', 'batas', 'jarak']","['honda', 'jamin', 'rangka', 'esaf', 'aman', 'digaransi', 'batas', 'jarak']",honda jamin rangka esaf aman digaransi batas jarak,honda jamin rangka esaf aman garansi batas jarak,"['honda', 'jamin', 'rangka', 'esaf', 'aman', 'garansi', 'batas', 'jarak']",-8,negative
Sun Feb 25 16:35:25 +0000 2024,Bahas rangka eSAF nya Honda emg gada abis nya. Honda Stylo 160 aja sampe dikulitin sm semua reviewer motor. Tetep mas popo sm mas aant dari Otomotif yang paling enak tapi ringan bahas komparasi nya https://t.co/zGibx9y57C,gedeadnyanaa,bahas rangka esaf nya honda emg gada abis nya. honda stylo 160 aja sampe dikulitin sm semua reviewer motor. tetep mas popo sm mas aant dari otomotif yang paling enak tapi ringan bahas komparasi nya https://t.co/zgibx9y57c,bahas rangka esaf nya honda emg gada abis nya  honda stylo  aja sampe dikulitin sm semua reviewer motor  tetep mas popo sm mas aant dari otomotif yang paling enak tapi ringan bahas komparasi nya,"['bahas', 'rangka', 'esaf', 'nya', 'honda', 'emg', 'gada', 'abis', 'nya', 'honda', 'stylo', 'aja', 'sampe', 'dikulitin', 'sm', 'semua', 'reviewer', 'motor', 'tetep', 'mas', 'popo', 'sm', 'mas', 'aant', 'dari', 'otomotif', 'yang', 'paling', 'enak', 'tapi', 'ringan', 'bahas', 'komparasi', 'nya']","['bahas', 'rangka', 'esaf', 'nya', 'honda', 'emg', 'gada', 'habis', 'nya', 'honda', 'stylo', 'saja', 'sampai', 'dikulitin', 'sm', 'semua', 'reviewer', 'motor', 'tetep', 'abang', 'popo', 'sm', 'abang', 'aant', 'dari', 'otomotif', 'yang', 'paling', 'enak', 'tapi', 'ringan', 'bahas', 'komparasi', 'nya']","['bahas', 'rangka', 'esaf', 'nya', 'honda', 'emg', 'gada', 'habis', 'nya', 'honda', 'stylo', 'dikulitin', 'sm', 'reviewer', 'motor', 'tetep', 'abang', 'popo', 'sm', 'abang', 'aant', 'otomotif', 'enak', 'ringan', 'bahas', 'komparasi', 'nya']",bahas rangka esaf nya honda emg gada habis nya honda stylo dikulitin sm reviewer motor tetep abang popo sm abang aant otomotif enak ringan bahas komparasi nya,bahas rangka esaf nya honda emg gada habis nya honda stylo dikulitin sm reviewer motor tetep abang popo sm abang aant otomotif enak ringan bahas komparasi nya,"['bahas', 'rangka', 'esaf', 'nya', 'honda', 'emg', 'gada', 'habis', 'nya', 'honda', 'stylo', 'dikulitin', 'sm', 'reviewer', 'motor', 'tetep', 'abang', 'popo', 'sm', 'abang', 'aant', 'otomotif', 'enak', 'ringan', 'bahas', 'komparasi', 'nya']",5,positive
Tue Oct 31 23:21:30 +0000 2023,Kasus Rangka eSAF Honda BeAT Dinilai Masih Rugikan Pedagang Motor Bekas https://t.co/fZHx8YiyKq,RagamIndones1a,kasus rangka esaf honda beat dinilai masih rugikan pedagang motor bekas https://t.co/fzhx8yiykq,kasus rangka esaf honda beat dinilai masih rugikan pedagang motor bekas,"['kasus', 'rangka', 'esaf', 'honda', 'beat', 'dinilai', 'masih', 'rugikan', 'pedagang', 'motor', 'bekas']","['kasus', 'rangka', 'esaf', 'honda', 'beat', 'dinilai', 'masih', 'rugikan', 'pedagang', 'motor', 'bekas']","['rangka', 'esaf', 'honda', 'beat', 'dinilai', 'rugikan', 'pedagang', 'motor', 'bekas']",rangka esaf honda beat dinilai rugikan pedagang motor bekas,rangka esaf honda beat nilai rugi dagang motor bekas,"['rangka', 'esaf', 'honda', 'beat', 'nilai', 'rugi', 'dagang', 'motor', 'bekas']",1,positive
Mon Sep 18 11:00:02 +0000 2023,Investigasi dan penelitian mengenai rangka eSAF milik Honda ternyata belum rampung https://t.co/Rocwjs5Ido,inewsdotid,investigasi dan penelitian mengenai rangka esaf milik honda ternyata belum rampung https://t.co/rocwjs5ido,investigasi dan penelitian mengenai rangka esaf milik honda ternyata belum rampung,"['investigasi', 'dan', 'penelitian', 'mengenai', 'rangka', 'esaf', 'milik', 'honda', 'ternyata', 'belum', 'rampung']","['investigasi', 'dan', 'penelitian', 'mengenai', 'rangka', 'esaf', 'milik', 'honda', 'ternyata', 'belum', 'rampung']","['investigasi', 'penelitian', 'rangka', 'esaf', 'honda', 'rampung']",investigasi penelitian rangka esaf honda rampung,investigasi teliti rangka esaf honda rampung,"['investigasi', 'teliti', 'rangka', 'esaf', 'honda', 'rampung']",3,positive
Thu Jan 18 03:43:29 +0000 2024,lebih murah dari Honda PCX 160 kah? #honda #stlo #stylo160 #giorno #japan #esaf #underbone #esp Gambaran Spesifikasi Honda Stylo 160 Basis Giorno + Rangka Underbone eSAF? https://t.co/Jlskty5hyZ lewat @ipanase,ipanase,lebih murah dari honda pcx 160 kah? #honda #stlo #stylo160 #giorno #japan #esaf #underbone #esp gambaran spesifikasi honda stylo 160 basis giorno + rangka underbone esaf? https://t.co/jlskty5hyz lewat @ipanase,lebih murah dari honda pcx  kah          gambaran spesifikasi honda stylo  basis giorno   rangka underbone esaf   lewat,"['lebih', 'murah', 'dari', 'honda', 'pcx', 'kah', 'gambaran', 'spesifikasi', 'honda', 'stylo', 'basis', 'giorno', 'rangka', 'underbone', 'esaf', 'lewat']","['lebih', 'murah', 'dari', 'honda', 'pcx', 'kah', 'gambaran', 'spesifikasi', 'honda', 'stylo', 'basis', 'giorno', 'rangka', 'underbone', 'esaf', 'lewat']","['murah', 'honda', 'pcx', 'gambaran', 'spesifikasi', 'honda', 'stylo', 'basis', 'giorno', 'rangka', 'underbone', 'esaf']",murah honda pcx gambaran spesifikasi honda stylo basis giorno rangka underbone esaf,murah honda pcx gambar spesifikasi honda stylo basis giorno rangka underbone esaf,"['murah', 'honda', 'pcx', 'gambar', 'spesifikasi', 'honda', 'stylo', 'basis', 'giorno', 'rangka', 'underbone', 'esaf']",3,positive
